index,dataset,folder,scenario_idx,track_id,ego_id,timerange,comfortable_threshold,uncomfortable_threshold,linear_decay_slope,n_timesteps,a_p
533,waymo_train,waymo_500-799,73918,613;655,613,"range(0, 39)",0.89,2.12,0.5,39,0.47327117098067634
534,waymo_train,waymo_500-799,74419,1758;1792,1758,"range(0, 45)",0.89,2.12,0.5,45,0.34892518713752346
535,waymo_train,waymo_500-799,7650,2276;2288,2276,"range(26, 68)",0.89,2.12,0.5,42,0.6386272930292085
536,waymo_train,waymo_500-799,7713,2281;2295,2281,"range(11, 53)",0.89,2.12,0.5,42,0.6159410819737864
537,waymo_train,waymo_500-799,77805,1669;1787;1803,1669,"range(16, 59)",0.89,2.12,0.5,43,0.46429746205584
538,waymo_train,waymo_500-799,78018,1025;1051,1025,"range(40, 84)",0.89,2.12,0.5,44,0.36047361151976376
539,waymo_train,waymo_800-999,35634,1412;1425,1412,"range(10, 49)",0.89,2.12,0.5,39,0.6819589998209841
540,waymo_train,waymo_800-999,45540,794;801,794,"range(0, 41)",0.89,2.12,0.5,41,0.5926467161977541
541,waymo_train,waymo_800-999,45540,801;808,801,"range(11, 52)",0.89,2.12,0.5,41,0.49683444083926426
542,waymo_train,waymo_800-999,89821,1718;1722,1718,"range(0, 30)",0.89,2.12,0.5,30,0.2756655832384357
543,waymo_train,waymo_800-999,10904,1447;1448,1447,"range(20, 54)",0.89,2.12,0.5,34,0.44689144421385046
544,waymo_train,waymo_800-999,11567,779;789,779,"range(0, 45)",0.89,2.12,0.5,45,0.42916686855901304
545,waymo_train,waymo_800-999,2224,1314;1323,1314,"range(8, 48)",0.89,2.12,0.5,40,0.5230235587515908
546,waymo_train,waymo_800-999,26168,491;512,491,"range(8, 49)",0.89,2.12,0.5,41,0.43998947440372976
547,waymo_train,waymo_800-999,26301,2276;2288,2276,"range(6, 48)",0.89,2.12,0.5,42,0.6535337955933659
548,waymo_train,waymo_800-999,43498,304;317,304,"range(0, 30)",0.89,2.12,0.5,30,0.6568683266018297
549,waymo_train,waymo_800-999,4446,541;608,541,"range(25, 77)",0.89,2.12,0.5,52,0.3363830621514606
550,waymo_train,waymo_800-999,44786,3136;3146,3136,"range(0, 41)",0.89,2.12,0.5,41,0.3493667046312352
551,waymo_train,waymo_800-999,47705,1310;1313,1310,"range(0, 47)",0.89,2.12,0.5,47,0.4128585790461608
552,waymo_train,waymo_800-999,49564,526;543,526,"range(5, 52)",0.89,2.12,0.5,47,0.47698599309932804
553,waymo_train,waymo_800-999,55015,258;280,258,"range(27, 74)",0.89,2.12,0.5,47,0.6048725479079784
554,waymo_train,waymo_800-999,56068,218;233,218,"range(0, 33)",0.89,2.12,0.5,33,0.4809166855542215
555,waymo_train,waymo_800-999,57920,151;152,151,"range(0, 44)",0.89,2.12,0.5,44,0.6330006809554661
556,waymo_train,waymo_800-999,59997,925;952,925,"range(0, 34)",0.89,2.12,0.5,34,0.6882000991968286
557,waymo_train,waymo_800-999,63488,787;830,787,"range(27, 72)",0.89,2.12,0.5,45,0.6848746180107609
558,waymo_train,waymo_800-999,63699,1214;1220,1214,"range(10, 52)",0.89,2.12,0.5,42,0.6369739876488345
559,waymo_train,waymo_800-999,63921,892;961,892,"range(39, 80)",0.89,2.12,0.5,41,0.47703703940938913
560,waymo_train,waymo_800-999,64975,12;5,12,"range(0, 38)",0.89,2.12,0.5,38,0.4920292742458081
561,waymo_train,waymo_800-999,65486,1430;1493,1430,"range(14, 59)",0.89,2.12,0.5,45,0.7769780341481771
562,waymo_train,waymo_800-999,70626,889;925,889,"range(11, 50)",0.89,2.12,0.5,39,0.30049833160969247
563,waymo_train,waymo_800-999,74743,2106;2108,2106,"range(0, 39)",0.89,2.12,0.5,39,0.5604898065019672
564,waymo_train,waymo_800-999,79653,681;713,681,"range(42, 81)",0.89,2.12,0.5,39,0.6253219910473066
565,waymo_train,waymo_800-999,8064,14;47,14,"range(4, 56)",0.89,2.12,0.5,52,0.4643779726643602
566,waymo_train,waymo_800-999,82258,1;22,1,"range(0, 63)",0.89,2.12,0.5,63,0.5238628725108163
567,waymo_train,waymo_800-999,82258,1;13;22,1,"range(0, 30)",0.89,2.12,0.5,30,0.47471675574197
568,waymo_train,waymo_800-999,87468,3;58,3,"range(31, 75)",0.89,2.12,0.5,44,0.36945968009128494
569,waymo_train,waymo_800-999,87652,151;152,151,"range(4, 54)",0.89,2.12,0.5,50,0.6212573274136117
570,waymo_train,waymo_800-999,88919,183;226,183,"range(3, 61)",0.89,2.12,0.5,58,0.4763662991919098
571,waymo_train,waymo_800-999,89194,919;982,919,"range(12, 51)",0.89,2.12,0.5,39,0.37310407510232496
572,waymo_train,waymo_800-999,90448,3136;3146,3136,"range(30, 90)",0.89,2.12,0.5,60,0.332157442462474
573,waymo_train,waymo_0-299,36865,857;869,857,"range(0, 34)",0.89,2.12,0.5,34,0.3860702549350884
574,waymo_train,waymo_0-299,43040,648;652,648,"range(0, 39)",0.89,2.12,0.5,39,0.4250257938301482
575,waymo_train,waymo_0-299,572,1983;1987,1983,"range(0, 33)",0.89,2.12,0.5,33,0.6339388833490875
576,waymo_train,waymo_0-299,85413,1473;1484,1473,"range(0, 50)",0.89,2.12,0.5,50,0.577083169532282
577,waymo_train,waymo_0-299,114790,47;49,47,"range(0, 44)",0.89,2.12,0.5,44,0.6914052727584943
578,waymo_train,waymo_0-299,17028,1451;1452;1463,1451,"range(0, 35)",0.89,2.12,0.5,35,0.536254940232133
579,waymo_train,waymo_0-299,3052,587;601,587,"range(14, 60)",0.89,2.12,0.5,46,0.8263035495945846
580,waymo_train,waymo_0-299,90959,483;497,483,"range(0, 51)",0.89,2.12,0.5,51,0.4233247473953805
581,waymo_train,waymo_0-299,30645,2037;2049,2037,"range(9, 57)",0.89,2.12,0.5,48,0.623778197719807
582,waymo_train,waymo_0-299,91488,187;201,187,"range(0, 41)",0.89,2.12,0.5,41,0.2473989765986918
583,waymo_train,waymo_0-299,31290,1236;1259,1236,"range(28, 67)",0.89,2.12,0.5,39,0.6550997748987241
584,waymo_train,waymo_0-299,31963,1051;1055;1064,1051,"range(0, 45)",0.89,2.12,0.5,45,0.4740853126965281
585,waymo_train,waymo_0-299,33927,157;159,157,"range(0, 35)",0.89,2.12,0.5,35,0.411443819853283
586,waymo_train,waymo_0-299,34080,14;33,14,"range(0, 50)",0.89,2.12,0.5,50,0.49629193220778134
587,waymo_train,waymo_0-299,35696,10;12;7,10,"range(14, 57)",0.89,2.12,0.5,43,0.4573808343100449
588,waymo_train,waymo_0-299,96647,877;890,877,"range(0, 32)",0.89,2.12,0.5,32,0.3966662084255867
589,waymo_train,waymo_0-299,37626,1243;1323,1243,"range(0, 42)",0.89,2.12,0.5,42,0.4734076831629784
590,waymo_train,waymo_0-299,3773,2448;2449,2448,"range(0, 42)",0.89,2.12,0.5,42,0.5933377619376676
591,waymo_train,waymo_0-299,98965,141;91,141,"range(10, 50)",0.89,2.12,0.5,40,0.2687326100460193
592,waymo_train,waymo_0-299,38875,1766;1768,1766,"range(0, 90)",0.89,2.12,0.5,90,0.5271502543091553
593,waymo_train,waymo_0-299,137037,22;3,22,"range(8, 54)",0.89,2.12,0.5,46,0.5426831765801897
594,waymo_train,waymo_0-299,7292,403;409,403,"range(0, 35)",0.89,2.12,0.5,35,0.5820086314506491
595,waymo_train,waymo_0-299,73818,1877;1885,1877,"range(25, 66)",0.89,2.12,0.5,41,0.7024984101597413
596,waymo_train,waymo_300-499,30753,137;162,137,"range(0, 34)",0.89,2.12,0.5,34,0.45806655465959656
597,waymo_train,waymo_300-499,31058,1066;1070,1066,"range(13, 68)",0.89,2.12,0.5,55,0.4221735940011016
598,waymo_train,waymo_300-499,36764,775;779,775,"range(26, 82)",0.89,2.12,0.5,56,0.5045867963170733
599,waymo_train,waymo_300-499,37687,46;55;62,46,"range(36, 78)",0.89,2.12,0.5,42,0.1766959696511464
600,waymo_train,waymo_300-499,37736,426;428,426,"range(11, 53)",0.89,2.12,0.5,42,0.49568785557604156
601,waymo_train,waymo_300-499,42416,607;620,607,"range(0, 35)",0.89,2.12,0.5,35,0.4813041990770593
602,waymo_train,waymo_300-499,44965,715;724,715,"range(22, 68)",0.89,2.12,0.5,46,0.7401405808375919
603,waymo_train,waymo_300-499,45843,1070;1078,1070,"range(20, 76)",0.89,2.12,0.5,56,0.48988180875059545
604,waymo_train,waymo_300-499,47439,2;3,2,"range(0, 33)",0.89,2.12,0.5,33,0.49427018746999263
605,waymo_train,waymo_300-499,48134,1336;1356,1336,"range(0, 36)",0.89,2.12,0.5,36,0.7525291978191476
606,waymo_train,waymo_300-499,49649,2691;2707,2691,"range(0, 30)",0.89,2.12,0.5,30,0.5840432067272983
607,waymo_train,waymo_300-499,51089,426;428,426,"range(31, 73)",0.89,2.12,0.5,42,0.5411358036791427
608,waymo_train,waymo_300-499,51793,969;970,969,"range(30, 82)",0.89,2.12,0.5,52,0.4521030391603581
609,waymo_train,waymo_300-499,52617,1562;1564,1562,"range(0, 39)",0.89,2.12,0.5,39,0.46272007024441975
610,waymo_train,waymo_300-499,52805,551;609,551,"range(0, 29)",0.89,2.12,0.5,29,0.5028796165491685
611,waymo_train,waymo_300-499,53455,1635;1648,1635,"range(18, 57)",0.89,2.12,0.5,39,0.1266961471628887
612,waymo_train,waymo_300-499,55718,1888;1889,1888,"range(0, 35)",0.89,2.12,0.5,35,0.5968342183425699
613,waymo_train,waymo_300-499,57273,1041;1042,1041,"range(0, 50)",0.89,2.12,0.5,50,0.5361672859796194
614,waymo_train,waymo_300-499,60488,52;8,52,"range(6, 47)",0.89,2.12,0.5,41,0.5697865297991154
615,waymo_train,waymo_300-499,63485,34;7,34,"range(0, 45)",0.89,2.12,0.5,45,0.5256151973392043
616,waymo_train,waymo_300-499,65646,809;892,809,"range(0, 31)",0.89,2.12,0.5,31,0.33861291027322205
617,waymo_train,waymo_300-499,72525,1600;1619,1600,"range(0, 31)",0.89,2.12,0.5,31,0.626514687528736
618,waymo_train,waymo_300-499,73907,2195;2199,2195,"range(19, 58)",0.89,2.12,0.5,39,0.542837193025546
619,waymo_train,waymo_300-499,74334,2616;2630,2616,"range(16, 56)",0.89,2.12,0.5,40,0.4845026237726472
620,waymo_train,waymo_300-499,78507,1262;1263,1262,"range(0, 38)",0.89,2.12,0.5,38,0.24127462735074603
621,waymo_train,waymo_300-499,81317,702;727,702,"range(6, 46)",0.89,2.12,0.5,40,0.28475292654139156
622,waymo_train,waymo_300-499,82821,426;428,426,"range(0, 33)",0.89,2.12,0.5,33,0.5203275201537386
623,waymo_train,waymo_300-499,84523,353;382,353,"range(37, 80)",0.89,2.12,0.5,43,0.8213836621880847
624,waymo_train,waymo_300-499,88364,775;776,775,"range(14, 62)",0.89,2.12,0.5,48,0.346723332854461
625,waymo_train,waymo_300-499,89707,720;733,720,"range(21, 61)",0.89,2.12,0.5,40,0.4381797642350634
626,waymo_train,waymo_300-499,89825,2037;2049,2037,"range(29, 77)",0.89,2.12,0.5,48,0.623778197719807
627,waymo_train,waymo_300-499,91402,187;201,187,"range(11, 61)",0.89,2.12,0.5,50,0.31076846943007735
628,waymo_train,waymo_300-499,93106,1473;1484,1473,"range(22, 90)",0.89,2.12,0.5,68,0.6055053988265598
629,waymo_train,waymo_300-499,94209,1066;1070,1066,"range(0, 48)",0.89,2.12,0.5,48,0.41750561005446124
630,waymo_train,waymo_300-499,95256,10;17;7,10,"range(0, 49)",0.89,2.12,0.5,49,0.7849542612238021
631,waymo_train,waymo_300-499,96337,197;200,197,"range(0, 47)",0.89,2.12,0.5,47,0.3829744142878214
632,waymo_train,waymo_500-799,13010,16;2;3,16,"range(0, 72)",0.89,2.12,0.5,72,0.23132390153254578
633,waymo_train,waymo_500-799,101200,1833;1844,1833,"range(0, 31)",0.89,2.12,0.5,31,0.3395862072661412
634,waymo_train,waymo_500-799,13157,1816;1830,1816,"range(0, 55)",0.89,2.12,0.5,55,0.6515788809463205
635,waymo_train,waymo_500-799,48427,353;382,353,"range(17, 60)",0.89,2.12,0.5,43,0.8111225043338013
636,waymo_train,waymo_500-799,54760,2813;2817,2813,"range(0, 34)",0.89,2.12,0.5,34,0.45320112345007457
637,waymo_train,waymo_500-799,64373,46;55;62,46,"range(16, 58)",0.89,2.12,0.5,42,0.1766959696511464
638,waymo_train,waymo_500-799,83323,716;721,716,"range(7, 48)",0.89,2.12,0.5,41,0.37739087923213716
639,waymo_train,waymo_500-799,105115,877;890,877,"range(31, 82)",0.89,2.12,0.5,51,0.40587944691447675
640,waymo_train,waymo_500-799,15325,453;459,453,"range(12, 63)",0.89,2.12,0.5,51,0.4899605922088217
641,waymo_train,waymo_500-799,15617,37;54,37,"range(17, 56)",0.89,2.12,0.5,39,0.4945791731602778
642,waymo_train,waymo_500-799,18084,287;381,287,"range(0, 50)",0.89,2.12,0.5,50,0.6614877282956252
643,waymo_train,waymo_500-799,23598,1001;951,1001,"range(0, 40)",0.89,2.12,0.5,40,0.42985665282305713
644,waymo_train,waymo_500-799,25406,1732;1740,1732,"range(3, 52)",0.89,2.12,0.5,49,0.5917792290827801
645,waymo_train,waymo_500-799,25592,1093;1118,1093,"range(2, 42)",0.89,2.12,0.5,40,0.7539193475975082
646,waymo_train,waymo_500-799,80153,2616;2630,2616,"range(16, 56)",0.89,2.12,0.5,40,0.4845026237726472
647,waymo_train,waymo_500-799,28915,969;970,969,"range(10, 62)",0.89,2.12,0.5,52,0.4547509108162702
648,waymo_train,waymo_500-799,29350,195;233,195,"range(3, 51)",0.89,2.12,0.5,48,0.4553490963023375
649,waymo_train,waymo_500-799,83496,1620;1622,1620,"range(6, 47)",0.89,2.12,0.5,41,0.26030017204225797
650,waymo_train,waymo_500-799,33613,1833;1844,1833,"range(0, 51)",0.89,2.12,0.5,51,0.4434292491870008
651,waymo_train,waymo_500-799,87164,723;748,723,"range(3, 43)",0.89,2.12,0.5,40,0.5189169763357123
652,waymo_train,waymo_500-799,87652,2000;2004,2000,"range(21, 72)",0.89,2.12,0.5,51,0.702921988336584
653,waymo_train,waymo_500-799,34232,329;364,329,"range(0, 63)",0.89,2.12,0.5,63,0.2572078257766068
654,waymo_train,waymo_500-799,34905,1161;1164;1166,1161,"range(15, 56)",0.89,2.12,0.5,41,0.8317517394334294
655,waymo_train,waymo_500-799,35237,2280;2395,2280,"range(44, 87)",0.89,2.12,0.5,43,0.18358329953890865
656,waymo_train,waymo_500-799,37627,1145;1155,1145,"range(28, 73)",0.89,2.12,0.5,45,0.3314710605955446
657,waymo_train,waymo_500-799,37740,2181;2190,2181,"range(19, 58)",0.89,2.12,0.5,39,0.5699948730229037
658,waymo_train,waymo_500-799,37740,2180;2181;2190,2180,"range(0, 53)",0.89,2.12,0.5,53,0.5481136629668507
659,waymo_train,waymo_500-799,41319,775;779,775,"range(6, 62)",0.89,2.12,0.5,56,0.5045867963170733
660,waymo_train,waymo_500-799,42118,46;55;62,46,"range(6, 48)",0.89,2.12,0.5,42,0.1766959696511464
661,waymo_train,waymo_500-799,97452,2513;2514,2513,"range(0, 30)",0.89,2.12,0.5,30,0.684864728766546
662,waymo_train,waymo_500-799,44724,211;214,211,"range(3, 42)",0.89,2.12,0.5,39,0.6278667702360554
663,waymo_train,waymo_500-799,44895,708;712,708,"range(30, 76)",0.89,2.12,0.5,46,0.4022094316983674
664,waymo_train,waymo_500-799,98170,7;8,7,"range(24, 72)",0.89,2.12,0.5,48,0.3833332369616384
665,waymo_train,waymo_500-799,45248,392;402,392,"range(2, 42)",0.89,2.12,0.5,40,0.537317339545911
666,waymo_train,waymo_500-799,45633,1993;1996,1993,"range(0, 40)",0.89,2.12,0.5,40,0.45333825972554215
667,waymo_train,waymo_500-799,103108,1654;1660,1654,"range(37, 86)",0.89,2.12,0.5,49,0.3181721381117323
668,waymo_train,waymo_500-799,48167,2508;2686,2508,"range(11, 58)",0.89,2.12,0.5,47,0.46629668275480807
669,waymo_train,waymo_500-799,104779,607;620,607,"range(19, 65)",0.89,2.12,0.5,46,0.5457040296677605
670,waymo_train,waymo_500-799,50888,197;200,197,"range(5, 57)",0.89,2.12,0.5,52,0.42177291224021574
671,waymo_train,waymo_500-799,51525,1718;1722,1718,"range(19, 70)",0.89,2.12,0.5,51,0.4986250107428112
672,waymo_train,waymo_500-799,5162,14;33,14,"range(0, 40)",0.89,2.12,0.5,40,0.5303806901378503
673,waymo_train,waymo_500-799,51669,407;429,407,"range(14, 58)",0.89,2.12,0.5,44,0.6012229266138923
674,waymo_train,waymo_500-799,52080,1635;1648,1635,"range(18, 57)",0.89,2.12,0.5,39,0.1266961471628887
675,waymo_train,waymo_500-799,108386,102;116,102,"range(0, 36)",0.89,2.12,0.5,36,0.25618170021230235
676,waymo_train,waymo_500-799,108507,216;217,216,"range(11, 66)",0.89,2.12,0.5,55,0.6432418793602136
677,waymo_train,waymo_800-999,57019,869;887;903,869,"range(11, 52)",0.89,2.12,0.5,41,0.4815336734381157
678,waymo_train,waymo_800-999,62986,1197;1221,1197,"range(12, 52)",0.89,2.12,0.5,40,0.6615737443870903
679,waymo_train,waymo_800-999,64072,2280;2395,2280,"range(44, 87)",0.89,2.12,0.5,43,0.18358329953890865
680,waymo_train,waymo_800-999,66110,260;261,260,"range(45, 90)",0.89,2.12,0.5,45,0.524748337138348
681,waymo_train,waymo_800-999,70093,1118;1122,1118,"range(1, 44)",0.89,2.12,0.5,43,0.5943980535225362
682,waymo_train,waymo_800-999,7323,1493;1518,1493,"range(0, 30)",0.89,2.12,0.5,30,0.7848380944191848
683,waymo_train,waymo_800-999,81067,1816;1830,1816,"range(21, 85)",0.89,2.12,0.5,64,0.6201538448974021
684,waymo_train,waymo_800-999,81140,1394;1395,1394,"range(31, 80)",0.89,2.12,0.5,49,0.5259386781714495
685,waymo_train,waymo_800-999,83422,50;58,50,"range(0, 33)",0.89,2.12,0.5,33,0.4389761782571127
686,waymo_train,waymo_800-999,84477,16;2,16,"range(0, 39)",0.89,2.12,0.5,39,0.3696547982204364
687,waymo_train,waymo_800-999,84666,37;54,37,"range(17, 56)",0.89,2.12,0.5,39,0.4945791731602778
688,waymo_train,waymo_800-999,85169,1682;1686,1682,"range(5, 55)",0.89,2.12,0.5,50,0.5167601924955719
689,waymo_train,waymo_800-999,86865,1716;1730,1716,"range(0, 51)",0.89,2.12,0.5,51,0.36030508701095415
690,waymo_train,waymo_800-999,88419,1816;1830,1816,"range(0, 55)",0.89,2.12,0.5,55,0.6515788809463205
691,waymo_train,waymo_800-999,89755,1763;1774,1763,"range(24, 72)",0.89,2.12,0.5,48,0.4868123818278229
692,waymo_train,waymo_800-999,9070,1262;1263,1262,"range(24, 78)",0.89,2.12,0.5,54,0.3280137575803869
693,waymo_train,waymo_800-999,96286,2280;2395,2280,"range(24, 67)",0.89,2.12,0.5,43,0.18379384415914746
694,waymo_train,waymo_800-999,96839,1;49,1,"range(30, 74)",0.89,2.12,0.5,44,0.5885953543395195
695,waymo_train,waymo_800-999,97042,2469;2470,2469,"range(14, 76)",0.89,2.12,0.5,62,0.3775155417183816
696,waymo_train,waymo_800-999,97086,2448;2449,2448,"range(30, 82)",0.89,2.12,0.5,52,0.5718616234589025
697,waymo_train,waymo_0-299,67796,693;701,693,"range(27, 81)",0.89,2.12,0.5,54,0.6207501812642888
698,waymo_train,waymo_0-299,22758,1447;1482;1511;1520,1447,"range(28, 70)",0.89,2.12,0.5,42,0.5250648179390406
699,waymo_train,waymo_0-299,92882,2552;2568;2571,2552,"range(11, 71)",0.89,2.12,0.5,60,0.5033669259654887
700,waymo_train,waymo_0-299,49360,1067;1073,1067,"range(0, 44)",0.89,2.12,0.5,44,0.26741459637600207
701,waymo_train,waymo_300-499,1918,2348;2350,2348,"range(4, 46)",0.89,2.12,0.5,42,0.5292524005339081
702,waymo_train,waymo_300-499,12119,577;598,577,"range(2, 47)",0.89,2.12,0.5,45,0.6097962985168898
703,waymo_train,waymo_500-799,20002,811;832,811,"range(7, 54)",0.89,2.12,0.5,47,0.5281426870696333
704,waymo_train,waymo_800-999,88316,1666;1696,1666,"range(46, 87)",0.89,2.12,0.5,41,0.39297889411617465
705,waymo_train,waymo_800-999,88449,138;144,138,"range(13, 54)",0.89,2.12,0.5,41,0.33544210344556874
