index,dataset,folder,scenario_idx,track_id,ego_id,timerange,comfortable_threshold,uncomfortable_threshold,linear_decay_slope,n_timesteps,yaw_rate
540,waymo_train,waymo_800-999,45540,794;801,794,"range(0, 41)",0.1,0.37,0.5,41,0.9982775682015935
541,waymo_train,waymo_800-999,45540,801;808,801,"range(11, 52)",0.1,0.37,0.5,41,0.9910423922703513
542,waymo_train,waymo_800-999,89821,1718;1722,1718,"range(0, 30)",0.1,0.37,0.5,30,0.8958169529711768
543,waymo_train,waymo_800-999,10904,1447;1448,1447,"range(20, 54)",0.1,0.37,0.5,34,0.9041536156831965
544,waymo_train,waymo_800-999,11567,779;789,779,"range(0, 45)",0.1,0.37,0.5,45,0.9520110440206591
545,waymo_train,waymo_800-999,2224,1314;1323,1314,"range(8, 48)",0.1,0.37,0.5,40,0.9998543330617252
546,waymo_train,waymo_800-999,26168,491;512,491,"range(8, 49)",0.1,0.37,0.5,41,0.7394243050289946
547,waymo_train,waymo_800-999,26301,2276;2288,2276,"range(6, 48)",0.1,0.37,0.5,42,0.8859797254059115
548,waymo_train,waymo_800-999,43498,304;317,304,"range(0, 30)",0.1,0.37,0.5,30,0.979010419638542
549,waymo_train,waymo_800-999,4446,541;608,541,"range(25, 77)",0.1,0.37,0.5,52,0.9876634106770102
550,waymo_train,waymo_800-999,44786,3136;3146,3136,"range(0, 41)",0.1,0.37,0.5,41,0.5949985997838415
551,waymo_train,waymo_800-999,47705,1310;1313,1310,"range(0, 47)",0.1,0.37,0.5,47,0.8617627005700231
552,waymo_train,waymo_800-999,49564,526;543,526,"range(5, 52)",0.1,0.37,0.5,47,0.9979726922113635
553,waymo_train,waymo_800-999,55015,258;280,258,"range(27, 74)",0.1,0.37,0.5,47,0.9916189394074659
554,waymo_train,waymo_800-999,56068,218;233,218,"range(0, 33)",0.1,0.37,0.5,33,0.7234973051987906
555,waymo_train,waymo_800-999,57920,151;152,151,"range(0, 44)",0.1,0.37,0.5,44,0.8726057776153219
556,waymo_train,waymo_800-999,59997,925;952,925,"range(0, 34)",0.1,0.37,0.5,34,0.6607427301329701
557,waymo_train,waymo_800-999,63488,787;830,787,"range(27, 72)",0.1,0.37,0.5,45,0.6751164657422503
558,waymo_train,waymo_800-999,63699,1214;1220,1214,"range(10, 52)",0.1,0.37,0.5,42,0.9992780773267259
559,waymo_train,waymo_800-999,63921,892;961,892,"range(39, 80)",0.1,0.37,0.5,41,0.8670546702161339
560,waymo_train,waymo_800-999,64975,12;5,12,"range(0, 38)",0.1,0.37,0.5,38,0.9962830574813818
561,waymo_train,waymo_800-999,65486,1430;1493,1430,"range(14, 59)",0.1,0.37,0.5,45,0.9782110371638052
562,waymo_train,waymo_800-999,70626,889;925,889,"range(11, 50)",0.1,0.37,0.5,39,0.840677699677907
563,waymo_train,waymo_800-999,74743,2106;2108,2106,"range(0, 39)",0.1,0.37,0.5,39,0.8989532336990942
564,waymo_train,waymo_800-999,79653,681;713,681,"range(42, 81)",0.1,0.37,0.5,39,0.780351958100211
565,waymo_train,waymo_800-999,8064,14;47,14,"range(4, 56)",0.1,0.37,0.5,52,0.903742297912621
566,waymo_train,waymo_800-999,82258,1;22,1,"range(0, 63)",0.1,0.37,0.5,63,0.7930067466802732
567,waymo_train,waymo_800-999,82258,1;13;22,1,"range(0, 30)",0.1,0.37,0.5,30,0.7537108530487349
568,waymo_train,waymo_800-999,87468,3;58,3,"range(31, 75)",0.1,0.37,0.5,44,0.5695941603281848
569,waymo_train,waymo_800-999,87652,151;152,151,"range(4, 54)",0.1,0.37,0.5,50,0.8878930843014833
570,waymo_train,waymo_800-999,88919,183;226,183,"range(3, 61)",0.1,0.37,0.5,58,0.7389985793707321
571,waymo_train,waymo_800-999,89194,919;982,919,"range(12, 51)",0.1,0.37,0.5,39,0.9960738368453972
572,waymo_train,waymo_800-999,90448,3136;3146,3136,"range(30, 90)",0.1,0.37,0.5,60,0.7317414394225359
573,waymo_train,waymo_0-299,36865,857;869,857,"range(0, 34)",0.1,0.37,0.5,34,0.9686777015659629
574,waymo_train,waymo_0-299,43040,648;652,648,"range(0, 39)",0.1,0.37,0.5,39,0.9995946857963688
575,waymo_train,waymo_0-299,572,1983;1987,1983,"range(0, 33)",0.1,0.37,0.5,33,0.9990948783604773
576,waymo_train,waymo_0-299,85413,1473;1484,1473,"range(0, 50)",0.1,0.37,0.5,50,0.9985376577984272
577,waymo_train,waymo_0-299,114790,47;49,47,"range(0, 44)",0.1,0.37,0.5,44,0.9979878491571845
578,waymo_train,waymo_0-299,17028,1451;1452;1463,1451,"range(0, 35)",0.1,0.37,0.5,35,0.999533718895124
579,waymo_train,waymo_0-299,3052,587;601,587,"range(14, 60)",0.1,0.37,0.5,46,1.0
580,waymo_train,waymo_0-299,90959,483;497,483,"range(0, 51)",0.1,0.37,0.5,51,0.9894500224832738
581,waymo_train,waymo_0-299,30645,2037;2049,2037,"range(9, 57)",0.1,0.37,0.5,48,0.9944280853349988
582,waymo_train,waymo_0-299,91488,187;201,187,"range(0, 41)",0.1,0.37,0.5,41,0.9875751456346219
583,waymo_train,waymo_0-299,31290,1236;1259,1236,"range(28, 67)",0.1,0.37,0.5,39,0.9880750471523794
584,waymo_train,waymo_0-299,31963,1051;1055;1064,1051,"range(0, 45)",0.1,0.37,0.5,45,0.9927886960258862
585,waymo_train,waymo_0-299,33927,157;159,157,"range(0, 35)",0.1,0.37,0.5,35,0.9994227308519784
586,waymo_train,waymo_0-299,34080,14;33,14,"range(0, 50)",0.1,0.37,0.5,50,0.9893917371680958
587,waymo_train,waymo_0-299,35696,10;12;7,10,"range(14, 57)",0.1,0.37,0.5,43,0.9814890636716083
588,waymo_train,waymo_0-299,96647,877;890,877,"range(0, 32)",0.1,0.37,0.5,32,0.9623796358342416
589,waymo_train,waymo_0-299,37626,1243;1323,1243,"range(0, 42)",0.1,0.37,0.5,42,0.9418546438848596
590,waymo_train,waymo_0-299,3773,2448;2449,2448,"range(0, 42)",0.1,0.37,0.5,42,0.9679291921505113
591,waymo_train,waymo_0-299,98965,141;91,141,"range(10, 50)",0.1,0.37,0.5,40,0.9827143535572205
592,waymo_train,waymo_0-299,38875,1766;1768,1766,"range(0, 90)",0.1,0.37,0.5,90,0.9995205412666411
593,waymo_train,waymo_0-299,137037,22;3,22,"range(8, 54)",0.1,0.37,0.5,46,0.9963473529692844
594,waymo_train,waymo_0-299,7292,403;409,403,"range(0, 35)",0.1,0.37,0.5,35,1.0
595,waymo_train,waymo_0-299,73818,1877;1885,1877,"range(25, 66)",0.1,0.37,0.5,41,0.9994153439166138
596,waymo_train,waymo_300-499,30753,137;162,137,"range(0, 34)",0.1,0.37,0.5,34,0.979415511029006
597,waymo_train,waymo_300-499,31058,1066;1070,1066,"range(13, 68)",0.1,0.37,0.5,55,0.996621524046062
598,waymo_train,waymo_300-499,36764,775;779,775,"range(26, 82)",0.1,0.37,0.5,56,0.9982559303282785
599,waymo_train,waymo_300-499,37687,46;55;62,46,"range(36, 78)",0.1,0.37,0.5,42,0.906942349122951
600,waymo_train,waymo_300-499,37736,426;428,426,"range(11, 53)",0.1,0.37,0.5,42,0.9966653139174905
601,waymo_train,waymo_300-499,42416,607;620,607,"range(0, 35)",0.1,0.37,0.5,35,0.9910150887123901
602,waymo_train,waymo_300-499,44965,715;724,715,"range(22, 68)",0.1,0.37,0.5,46,0.9994119154156027
603,waymo_train,waymo_300-499,45843,1070;1078,1070,"range(20, 76)",0.1,0.37,0.5,56,0.9905523264815835
604,waymo_train,waymo_300-499,47439,2;3,2,"range(0, 33)",0.1,0.37,0.5,33,0.9973887389186559
605,waymo_train,waymo_300-499,48134,1336;1356,1336,"range(0, 36)",0.1,0.37,0.5,36,0.9987896378207284
606,waymo_train,waymo_300-499,49649,2691;2707,2691,"range(0, 30)",0.1,0.37,0.5,30,0.9997050953140448
607,waymo_train,waymo_300-499,51089,426;428,426,"range(31, 73)",0.1,0.37,0.5,42,0.995985773675409
608,waymo_train,waymo_300-499,51793,969;970,969,"range(30, 82)",0.1,0.37,0.5,52,1.0
609,waymo_train,waymo_300-499,52617,1562;1564,1562,"range(0, 39)",0.1,0.37,0.5,39,0.9929409161547026
610,waymo_train,waymo_300-499,52805,551;609,551,"range(0, 29)",0.1,0.37,0.5,29,0.9926133139642728
611,waymo_train,waymo_300-499,53455,1635;1648,1635,"range(18, 57)",0.1,0.37,0.5,39,0.9881297312978845
612,waymo_train,waymo_300-499,55718,1888;1889,1888,"range(0, 35)",0.1,0.37,0.5,35,0.9978140923644196
613,waymo_train,waymo_300-499,57273,1041;1042,1041,"range(0, 50)",0.1,0.37,0.5,50,1.0
614,waymo_train,waymo_300-499,60488,52;8,52,"range(6, 47)",0.1,0.37,0.5,41,0.9938306180494091
615,waymo_train,waymo_300-499,63485,34;7,34,"range(0, 45)",0.1,0.37,0.5,45,0.9860585191758287
616,waymo_train,waymo_300-499,65646,809;892,809,"range(0, 31)",0.1,0.37,0.5,31,0.9997825932996789
617,waymo_train,waymo_300-499,72525,1600;1619,1600,"range(0, 31)",0.1,0.37,0.5,31,1.0
618,waymo_train,waymo_300-499,73907,2195;2199,2195,"range(19, 58)",0.1,0.37,0.5,39,0.9968105338721883
619,waymo_train,waymo_300-499,74334,2616;2630,2616,"range(16, 56)",0.1,0.37,0.5,40,0.9247606206281267
620,waymo_train,waymo_300-499,78507,1262;1263,1262,"range(0, 38)",0.1,0.37,0.5,38,0.9541923021833695
621,waymo_train,waymo_300-499,81317,702;727,702,"range(6, 46)",0.1,0.37,0.5,40,0.9664288504544091
622,waymo_train,waymo_300-499,82821,426;428,426,"range(0, 33)",0.1,0.37,0.5,33,0.9961955838948957
623,waymo_train,waymo_300-499,84523,353;382,353,"range(37, 80)",0.1,0.37,0.5,43,1.0
624,waymo_train,waymo_300-499,88364,775;776,775,"range(14, 62)",0.1,0.37,0.5,48,0.9805119508040772
625,waymo_train,waymo_300-499,89707,720;733,720,"range(21, 61)",0.1,0.37,0.5,40,0.9255660528245017
626,waymo_train,waymo_300-499,89825,2037;2049,2037,"range(29, 77)",0.1,0.37,0.5,48,0.9944280853349988
627,waymo_train,waymo_300-499,91402,187;201,187,"range(11, 61)",0.1,0.37,0.5,50,0.98981161942039
628,waymo_train,waymo_300-499,93106,1473;1484,1473,"range(22, 90)",0.1,0.37,0.5,68,0.9999943855636877
629,waymo_train,waymo_300-499,94209,1066;1070,1066,"range(0, 48)",0.1,0.37,0.5,48,0.9961288296361127
630,waymo_train,waymo_300-499,95256,10;17;7,10,"range(0, 49)",0.1,0.37,0.5,49,0.9997029480800804
631,waymo_train,waymo_300-499,96337,197;200,197,"range(0, 47)",0.1,0.37,0.5,47,0.9991121368121809
632,waymo_train,waymo_500-799,13010,16;2;3,16,"range(0, 72)",0.1,0.37,0.5,72,0.9739326657182509
633,waymo_train,waymo_500-799,101200,1833;1844,1833,"range(0, 31)",0.1,0.37,0.5,31,0.9477153651379199
634,waymo_train,waymo_500-799,13157,1816;1830,1816,"range(0, 55)",0.1,0.37,0.5,55,0.9812333271727419
635,waymo_train,waymo_500-799,48427,353;382,353,"range(17, 60)",0.1,0.37,0.5,43,1.0
636,waymo_train,waymo_500-799,54760,2813;2817,2813,"range(0, 34)",0.1,0.37,0.5,34,1.0
637,waymo_train,waymo_500-799,64373,46;55;62,46,"range(16, 58)",0.1,0.37,0.5,42,0.906942349122951
638,waymo_train,waymo_500-799,83323,716;721,716,"range(7, 48)",0.1,0.37,0.5,41,0.9837443456332786
639,waymo_train,waymo_500-799,105115,877;890,877,"range(31, 82)",0.1,0.37,0.5,51,0.9894953117517225
640,waymo_train,waymo_500-799,15325,453;459,453,"range(12, 63)",0.1,0.37,0.5,51,0.9945886331375648
641,waymo_train,waymo_500-799,15617,37;54,37,"range(17, 56)",0.1,0.37,0.5,39,1.0
642,waymo_train,waymo_500-799,18084,287;381,287,"range(0, 50)",0.1,0.37,0.5,50,0.7550783598878539
643,waymo_train,waymo_500-799,23598,1001;951,1001,"range(0, 40)",0.1,0.37,0.5,40,0.9761141085324916
644,waymo_train,waymo_500-799,25406,1732;1740,1732,"range(3, 52)",0.1,0.37,0.5,49,0.9943480183936733
645,waymo_train,waymo_500-799,25592,1093;1118,1093,"range(2, 42)",0.1,0.37,0.5,40,1.0
646,waymo_train,waymo_500-799,80153,2616;2630,2616,"range(16, 56)",0.1,0.37,0.5,40,0.9247606206281267
647,waymo_train,waymo_500-799,28915,969;970,969,"range(10, 62)",0.1,0.37,0.5,52,1.0
648,waymo_train,waymo_500-799,29350,195;233,195,"range(3, 51)",0.1,0.37,0.5,48,0.9966767583460783
649,waymo_train,waymo_500-799,83496,1620;1622,1620,"range(6, 47)",0.1,0.37,0.5,41,0.9979589445487342
650,waymo_train,waymo_500-799,33613,1833;1844,1833,"range(0, 51)",0.1,0.37,0.5,51,0.9852226605803952
651,waymo_train,waymo_500-799,87164,723;748,723,"range(3, 43)",0.1,0.37,0.5,40,0.9968157863103861
652,waymo_train,waymo_500-799,87652,2000;2004,2000,"range(21, 72)",0.1,0.37,0.5,51,0.9947818496331845
653,waymo_train,waymo_500-799,34232,329;364,329,"range(0, 63)",0.1,0.37,0.5,63,0.5593025086314777
654,waymo_train,waymo_500-799,34905,1161;1164;1166,1161,"range(15, 56)",0.1,0.37,0.5,41,1.0
655,waymo_train,waymo_500-799,35237,2280;2395,2280,"range(44, 87)",0.1,0.37,0.5,43,0.9007815469065373
656,waymo_train,waymo_500-799,37627,1145;1155,1145,"range(28, 73)",0.1,0.37,0.5,45,0.9556595980615747
657,waymo_train,waymo_500-799,37740,2181;2190,2181,"range(19, 58)",0.1,0.37,0.5,39,0.9584434182564138
658,waymo_train,waymo_500-799,37740,2180;2181;2190,2180,"range(0, 53)",0.1,0.37,0.5,53,0.9816874387851016
659,waymo_train,waymo_500-799,41319,775;779,775,"range(6, 62)",0.1,0.37,0.5,56,0.9982559303282785
660,waymo_train,waymo_500-799,42118,46;55;62,46,"range(6, 48)",0.1,0.37,0.5,42,0.906942349122951
661,waymo_train,waymo_500-799,97452,2513;2514,2513,"range(0, 30)",0.1,0.37,0.5,30,0.9968134074622694
662,waymo_train,waymo_500-799,44724,211;214,211,"range(3, 42)",0.1,0.37,0.5,39,0.9943668506570607
663,waymo_train,waymo_500-799,44895,708;712,708,"range(30, 76)",0.1,0.37,0.5,46,0.9942092681580569
664,waymo_train,waymo_500-799,98170,7;8,7,"range(24, 72)",0.1,0.37,0.5,48,0.9833278825530093
665,waymo_train,waymo_500-799,45248,392;402,392,"range(2, 42)",0.1,0.37,0.5,40,0.8554999539798158
666,waymo_train,waymo_500-799,45633,1993;1996,1993,"range(0, 40)",0.1,0.37,0.5,40,0.9870499856790869
667,waymo_train,waymo_500-799,103108,1654;1660,1654,"range(37, 86)",0.1,0.37,0.5,49,0.9904526179439823
668,waymo_train,waymo_500-799,48167,2508;2686,2508,"range(11, 58)",0.1,0.37,0.5,47,1.0
669,waymo_train,waymo_500-799,104779,607;620,607,"range(19, 65)",0.1,0.37,0.5,46,0.9938396254465596
670,waymo_train,waymo_500-799,50888,197;200,197,"range(5, 57)",0.1,0.37,0.5,52,0.999025539882386
671,waymo_train,waymo_500-799,51525,1718;1722,1718,"range(19, 70)",0.1,0.37,0.5,51,0.9889437992998117
672,waymo_train,waymo_500-799,5162,14;33,14,"range(0, 40)",0.1,0.37,0.5,40,0.9980019924659889
673,waymo_train,waymo_500-799,51669,407;429,407,"range(14, 58)",0.1,0.37,0.5,44,0.9990360452267669
674,waymo_train,waymo_500-799,52080,1635;1648,1635,"range(18, 57)",0.1,0.37,0.5,39,0.9881297312978845
675,waymo_train,waymo_500-799,108386,102;116,102,"range(0, 36)",0.1,0.37,0.5,36,0.9789259157024579
676,waymo_train,waymo_500-799,108507,216;217,216,"range(11, 66)",0.1,0.37,0.5,55,0.9996881548324117
677,waymo_train,waymo_800-999,57019,869;887;903,869,"range(11, 52)",0.1,0.37,0.5,41,0.9987405511121275
678,waymo_train,waymo_800-999,62986,1197;1221,1197,"range(12, 52)",0.1,0.37,0.5,40,0.9983007385937643
679,waymo_train,waymo_800-999,64072,2280;2395,2280,"range(44, 87)",0.1,0.37,0.5,43,0.9007815469065373
680,waymo_train,waymo_800-999,66110,260;261,260,"range(45, 90)",0.1,0.37,0.5,45,0.9756472950512538
681,waymo_train,waymo_800-999,70093,1118;1122,1118,"range(1, 44)",0.1,0.37,0.5,43,0.9991068742342795
682,waymo_train,waymo_800-999,7323,1493;1518,1493,"range(0, 30)",0.1,0.37,0.5,30,0.9738940097756817
683,waymo_train,waymo_800-999,81067,1816;1830,1816,"range(21, 85)",0.1,0.37,0.5,64,0.9989903881957944
684,waymo_train,waymo_800-999,81140,1394;1395,1394,"range(31, 80)",0.1,0.37,0.5,49,0.9908299109837057
685,waymo_train,waymo_800-999,83422,50;58,50,"range(0, 33)",0.1,0.37,0.5,33,0.9943793153748004
686,waymo_train,waymo_800-999,84477,16;2,16,"range(0, 39)",0.1,0.37,0.5,39,0.9658675978235244
687,waymo_train,waymo_800-999,84666,37;54,37,"range(17, 56)",0.1,0.37,0.5,39,1.0
688,waymo_train,waymo_800-999,85169,1682;1686,1682,"range(5, 55)",0.1,0.37,0.5,50,0.9997996694181306
689,waymo_train,waymo_800-999,86865,1716;1730,1716,"range(0, 51)",0.1,0.37,0.5,51,0.999837485739886
690,waymo_train,waymo_800-999,88419,1816;1830,1816,"range(0, 55)",0.1,0.37,0.5,55,0.9812333271727419
691,waymo_train,waymo_800-999,89755,1763;1774,1763,"range(24, 72)",0.1,0.37,0.5,48,0.998918165502901
692,waymo_train,waymo_800-999,9070,1262;1263,1262,"range(24, 78)",0.1,0.37,0.5,54,0.9732236286439346
693,waymo_train,waymo_800-999,96286,2280;2395,2280,"range(24, 67)",0.1,0.37,0.5,43,0.9003248561747078
694,waymo_train,waymo_800-999,96839,1;49,1,"range(30, 74)",0.1,0.37,0.5,44,0.9949412269054122
695,waymo_train,waymo_800-999,97042,2469;2470,2469,"range(14, 76)",0.1,0.37,0.5,62,0.9948752809424305
696,waymo_train,waymo_800-999,97086,2448;2449,2448,"range(30, 82)",0.1,0.37,0.5,52,0.9733779452424518
697,waymo_train,waymo_0-299,67796,693;701,693,"range(27, 81)",0.1,0.37,0.5,54,0.9993452166620427
698,waymo_train,waymo_0-299,22758,1447;1482;1511;1520,1447,"range(28, 70)",0.1,0.37,0.5,42,1.0
699,waymo_train,waymo_0-299,92882,2552;2568;2571,2552,"range(11, 71)",0.1,0.37,0.5,60,0.9996650497182418
700,waymo_train,waymo_0-299,49360,1067;1073,1067,"range(0, 44)",0.1,0.37,0.5,44,0.9966433570160098
701,waymo_train,waymo_300-499,1918,2348;2350,2348,"range(4, 46)",0.1,0.37,0.5,42,0.8157498580486171
702,waymo_train,waymo_300-499,12119,577;598,577,"range(2, 47)",0.1,0.37,0.5,45,0.9762861951242501
703,waymo_train,waymo_500-799,20002,811;832,811,"range(7, 54)",0.1,0.37,0.5,47,0.9980683122118443
704,waymo_train,waymo_800-999,88316,1666;1696,1666,"range(46, 87)",0.1,0.37,0.5,41,0.9547986895258774
705,waymo_train,waymo_800-999,88449,138;144,138,"range(13, 54)",0.1,0.37,0.5,41,0.9207208573502454
