index,dataset,folder,scenario_idx,track_id,ego_id,timerange,threshold_s,exp_factor,n_timesteps,TTC
247,waymo_train,waymo_500-799,52705,2369;ego,ego,"range(0, 51)",3.0,0.5,51,1.0
248,waymo_train,waymo_500-799,108505,701;ego,ego,"range(0, 45)",3.0,0.5,45,0.9940707516897235
249,waymo_train,waymo_500-799,108531,985;ego,ego,"range(0, 48)",3.0,0.5,48,1.0
250,waymo_train,waymo_500-799,53939,614;ego,ego,"range(0, 30)",3.0,0.5,30,1.0
251,waymo_train,waymo_500-799,110116,566;ego,ego,"range(19, 76)",3.0,0.5,57,1.0
252,waymo_train,waymo_500-799,110129,13;ego,ego,"range(2, 46)",3.0,0.5,44,1.0
253,waymo_train,waymo_500-799,55071,2657;ego,ego,"range(16, 81)",3.0,0.5,65,1.0
254,waymo_train,waymo_500-799,111316,2204;ego,ego,"range(0, 35)",3.0,0.5,35,1.0
255,waymo_train,waymo_500-799,55659,1117;ego,ego,"range(0, 44)",3.0,0.5,44,1.0
256,waymo_train,waymo_500-799,111778,1482;ego,ego,"range(6, 51)",3.0,0.5,45,0.9724202982545699
257,waymo_train,waymo_500-799,111877,728;741;ego,ego,"range(11, 58)",3.0,0.5,47,1.0
258,waymo_train,waymo_500-799,111877,728;ego,ego,"range(4, 63)",3.0,0.5,59,1.0
259,waymo_train,waymo_500-799,56155,1870;ego,ego,"range(25, 65)",3.0,0.5,40,1.0
260,waymo_train,waymo_500-799,114024,924;ego,ego,"range(0, 34)",3.0,0.5,34,1.0
261,waymo_train,waymo_500-799,58408,17;ego,ego,"range(0, 41)",3.0,0.5,41,1.0
262,waymo_train,waymo_500-799,60002,630;ego,ego,"range(16, 65)",3.0,0.5,49,1.0
263,waymo_train,waymo_500-799,116482,207;ego,ego,"range(15, 72)",3.0,0.5,57,1.0
264,waymo_train,waymo_500-799,116522,165;ego,ego,"range(22, 70)",3.0,0.5,48,1.0
265,waymo_train,waymo_500-799,117440,458;484;488;ego,ego,"range(15, 61)",3.0,0.5,46,1.0
266,waymo_train,waymo_500-799,117669,594;ego,ego,"range(0, 55)",3.0,0.5,55,0.9710213625804498
267,waymo_train,waymo_500-799,120131,229;ego,ego,"range(0, 39)",3.0,0.5,39,0.8570280399041826
268,waymo_train,waymo_500-799,121939,3025;ego,ego,"range(7, 51)",3.0,0.5,44,0.9294225767900597
269,waymo_train,waymo_500-799,122520,2045;ego,ego,"range(1, 59)",3.0,0.5,58,1.0
270,waymo_train,waymo_500-799,67484,2431;ego,ego,"range(0, 35)",3.0,0.5,35,1.0
271,waymo_train,waymo_500-799,67714,393;ego,ego,"range(10, 51)",3.0,0.5,41,1.0
272,waymo_train,waymo_500-799,125369,76;ego,ego,"range(0, 31)",3.0,0.5,31,1.0
273,waymo_train,waymo_500-799,125917,1209;ego,ego,"range(30, 90)",3.0,0.5,60,1.0
274,waymo_train,waymo_500-799,126426,2447;ego,ego,"range(15, 80)",3.0,0.5,65,1.0
275,waymo_train,waymo_500-799,69345,2;ego,ego,"range(31, 89)",3.0,0.5,58,1.0
276,waymo_train,waymo_500-799,127225,1761;ego,ego,"range(2, 42)",3.0,0.5,40,1.0
277,waymo_train,waymo_500-799,127876,2317;ego,ego,"range(6, 75)",3.0,0.5,69,1.0
278,waymo_train,waymo_500-799,128469,1090;ego,ego,"range(21, 76)",3.0,0.5,55,1.0
279,waymo_train,waymo_500-799,129137,2118;ego,ego,"range(0, 37)",3.0,0.5,37,1.0
280,waymo_train,waymo_500-799,129284,3148;ego,ego,"range(0, 42)",3.0,0.5,42,1.0
281,waymo_train,waymo_500-799,72683,1117;ego,ego,"range(9, 54)",3.0,0.5,45,1.0
282,waymo_train,waymo_500-799,74699,875;ego,ego,"range(0, 45)",3.0,0.5,45,1.0
283,waymo_train,waymo_500-799,75378,535;ego,ego,"range(11, 52)",3.0,0.5,41,1.0
284,waymo_train,waymo_500-799,75992,1071;ego,ego,"range(10, 53)",3.0,0.5,43,1.0
285,waymo_train,waymo_500-799,77754,1865;ego,ego,"range(19, 67)",3.0,0.5,48,1.0
286,waymo_train,waymo_800-999,10004,1739;ego,ego,"range(0, 34)",3.0,0.5,34,1.0
287,waymo_train,waymo_800-999,58606,505;ego,ego,"range(31, 81)",3.0,0.5,50,1.0
288,waymo_train,waymo_800-999,11634,863;ego,ego,"range(18, 79)",3.0,0.5,61,1.0
289,waymo_train,waymo_800-999,19020,1188;ego,ego,"range(6, 48)",3.0,0.5,42,1.0
290,waymo_train,waymo_800-999,3090,630;ego,ego,"range(6, 55)",3.0,0.5,49,1.0
291,waymo_train,waymo_800-999,44194,1876;ego,ego,"range(22, 73)",3.0,0.5,51,1.0
292,waymo_train,waymo_800-999,67181,3148;ego,ego,"range(9, 52)",3.0,0.5,43,1.0
293,waymo_train,waymo_800-999,74431,2664;ego,ego,"range(0, 42)",3.0,0.5,42,1.0
294,waymo_train,waymo_800-999,14755,1964;ego,ego,"range(36, 80)",3.0,0.5,44,1.0
295,waymo_train,waymo_800-999,15636,1854;ego,ego,"range(0, 45)",3.0,0.5,45,1.0
296,waymo_train,waymo_800-999,15957,539;545;ego,ego,"range(10, 56)",3.0,0.5,46,1.0
297,waymo_train,waymo_800-999,17401,707;ego,ego,"range(48, 89)",3.0,0.5,41,1.0
298,waymo_train,waymo_800-999,18817,1953;ego,ego,"range(27, 87)",3.0,0.5,60,0.9998572571950505
299,waymo_train,waymo_800-999,19193,3666;ego,ego,"range(27, 90)",3.0,0.5,63,1.0
300,waymo_train,waymo_800-999,19973,1739;ego,ego,"range(18, 64)",3.0,0.5,46,0.9999991846440427
301,waymo_train,waymo_800-999,20273,675;ego,ego,"range(0, 37)",3.0,0.5,37,1.0
302,waymo_train,waymo_800-999,21198,13;ego,ego,"range(22, 66)",3.0,0.5,44,1.0
303,waymo_train,waymo_800-999,21470,167;ego,ego,"range(14, 64)",3.0,0.5,50,1.0
304,waymo_train,waymo_800-999,2496,989;ego,ego,"range(0, 54)",3.0,0.5,54,1.0
305,waymo_train,waymo_800-999,27572,1844;ego,ego,"range(29, 90)",3.0,0.5,61,1.0
306,waymo_train,waymo_800-999,29090,1633;ego,ego,"range(0, 36)",3.0,0.5,36,1.0
307,waymo_train,waymo_800-999,29641,1865;ego,ego,"range(0, 47)",3.0,0.5,47,1.0
308,waymo_train,waymo_800-999,30244,1865;ego,ego,"range(9, 57)",3.0,0.5,48,1.0
309,waymo_train,waymo_800-999,3097,1338;ego,ego,"range(30, 73)",3.0,0.5,43,1.0
310,waymo_train,waymo_800-999,31256,714;ego,ego,"range(0, 54)",3.0,0.5,54,1.0
311,waymo_train,waymo_800-999,33263,1188;ego,ego,"range(0, 38)",3.0,0.5,38,1.0
312,waymo_train,waymo_800-999,35610,2074;ego,ego,"range(0, 31)",3.0,0.5,31,1.0
313,waymo_train,waymo_800-999,36868,167;ego,ego,"range(4, 54)",3.0,0.5,50,1.0
314,waymo_train,waymo_800-999,36957,1720;ego,ego,"range(34, 80)",3.0,0.5,46,1.0
315,waymo_train,waymo_800-999,37453,1267;ego,ego,"range(0, 47)",3.0,0.5,47,1.0
316,waymo_train,waymo_800-999,37919,3074;ego,ego,"range(0, 37)",3.0,0.5,37,1.0
317,waymo_train,waymo_800-999,38368,924;ego,ego,"range(3, 64)",3.0,0.5,61,1.0
318,waymo_train,waymo_800-999,39710,362;ego,ego,"range(16, 70)",3.0,0.5,54,0.9318701821081417
319,waymo_train,waymo_800-999,39892,506;ego,ego,"range(0, 50)",3.0,0.5,50,1.0
320,waymo_train,waymo_800-999,42800,1806;ego,ego,"range(0, 39)",3.0,0.5,39,1.0
321,waymo_train,waymo_800-999,44941,190;191;194;ego,ego,"range(16, 56)",3.0,0.5,40,1.0
322,waymo_train,waymo_800-999,45999,2;ego,ego,"range(0, 40)",3.0,0.5,40,1.0
323,waymo_train,waymo_800-999,46199,380;ego,ego,"range(8, 52)",3.0,0.5,44,0.8720583912779607
324,waymo_train,waymo_800-999,48968,1946;ego,ego,"range(31, 90)",3.0,0.5,59,1.0
325,waymo_train,waymo_800-999,50982,362;ego,ego,"range(0, 50)",3.0,0.5,50,0.953318505755195
326,waymo_train,waymo_800-999,52482,73;ego,ego,"range(16, 68)",3.0,0.5,52,0.7148007844334137
327,waymo_train,waymo_800-999,52834,2317;ego,ego,"range(6, 75)",3.0,0.5,69,1.0
328,waymo_train,waymo_800-999,54849,123;ego,ego,"range(0, 32)",3.0,0.5,32,1.0
329,waymo_train,waymo_800-999,55754,393;ego,ego,"range(20, 61)",3.0,0.5,41,1.0
330,waymo_train,waymo_800-999,55930,2566;ego,ego,"range(24, 75)",3.0,0.5,51,0.769687267843545
331,waymo_train,waymo_800-999,56132,336;ego,ego,"range(29, 76)",3.0,0.5,47,0.9487091959729306
332,waymo_train,waymo_800-999,56439,2882;ego,ego,"range(0, 51)",3.0,0.5,51,1.0
333,waymo_train,waymo_800-999,63019,41;ego,ego,"range(0, 35)",3.0,0.5,35,1.0
334,waymo_train,waymo_800-999,63129,1885;ego,ego,"range(22, 84)",3.0,0.5,62,1.0
335,waymo_train,waymo_800-999,64788,1188;ego,ego,"range(16, 58)",3.0,0.5,42,1.0
336,waymo_train,waymo_800-999,64985,1488;ego,ego,"range(14, 54)",3.0,0.5,40,1.0
337,waymo_train,waymo_800-999,68940,1041;ego,ego,"range(0, 36)",3.0,0.5,36,1.0
338,waymo_train,waymo_800-999,6992,1985;ego,ego,"range(9, 62)",3.0,0.5,53,1.0
339,waymo_train,waymo_800-999,74752,2980;ego,ego,"range(30, 82)",3.0,0.5,52,1.0
340,waymo_train,waymo_800-999,76519,3668;ego,ego,"range(27, 84)",3.0,0.5,57,1.0
341,waymo_train,waymo_800-999,77058,1998;2003;ego,ego,"range(24, 70)",3.0,0.5,46,1.0
342,waymo_train,waymo_800-999,78767,559;ego,ego,"range(0, 43)",3.0,0.5,43,1.0
343,waymo_train,waymo_800-999,80860,42;ego,ego,"range(0, 30)",3.0,0.5,30,1.0
344,waymo_train,waymo_800-999,80860,44;ego,ego,"range(5, 52)",3.0,0.5,47,1.0
345,waymo_train,waymo_800-999,80956,207;ego,ego,"range(5, 62)",3.0,0.5,57,1.0
346,waymo_train,waymo_800-999,81821,2;ego,ego,"range(5, 56)",3.0,0.5,51,1.0
347,waymo_train,waymo_800-999,83516,1513;ego,ego,"range(0, 32)",3.0,0.5,32,1.0
348,waymo_train,waymo_800-999,8356,262;ego,ego,"range(41, 80)",3.0,0.5,39,1.0
349,waymo_train,waymo_800-999,83877,1447;ego,ego,"range(16, 78)",3.0,0.5,62,1.0
350,waymo_train,waymo_800-999,84559,45;ego,ego,"range(18, 58)",3.0,0.5,40,0.8220669818244435
351,waymo_train,waymo_800-999,85208,1089;1092;ego,ego,"range(7, 57)",3.0,0.5,50,1.0
352,waymo_train,waymo_800-999,87562,779;ego,ego,"range(12, 65)",3.0,0.5,53,1.0
353,waymo_train,waymo_800-999,8818,18;ego,ego,"range(0, 32)",3.0,0.5,32,1.0
354,waymo_train,waymo_800-999,89545,822;ego,ego,"range(24, 63)",3.0,0.5,39,0.894358256006252
355,waymo_train,waymo_800-999,90938,807;ego,ego,"range(30, 70)",3.0,0.5,40,0.6897773732088316
356,waymo_train,waymo_800-999,90978,765;ego,ego,"range(21, 62)",3.0,0.5,41,1.0
357,waymo_train,waymo_800-999,91684,2114;2116;ego,ego,"range(0, 37)",3.0,0.5,37,1.0
358,waymo_train,waymo_800-999,91795,1;ego,ego,"range(16, 65)",3.0,0.5,49,1.0
359,waymo_train,waymo_800-999,92804,43;ego,ego,"range(14, 73)",3.0,0.5,59,0.9999968717045588
360,waymo_train,waymo_800-999,9355,1741;ego,ego,"range(1, 60)",3.0,0.5,59,1.0
361,waymo_train,waymo_800-999,96225,1644;ego,ego,"range(0, 34)",3.0,0.5,34,1.0
362,waymo_train,waymo_800-999,96693,1741;ego,ego,"range(21, 80)",3.0,0.5,59,1.0
363,waymo_train,waymo_800-999,96826,926;ego,ego,"range(11, 62)",3.0,0.5,51,1.0
364,waymo_train,waymo_0-299,17189,447;465,447,"range(3, 42)",3.0,0.5,39,0.9308638451615279
365,waymo_train,waymo_0-299,21978,1744;1750;1760,1744,"range(0, 36)",3.0,0.5,36,1.0
366,waymo_train,waymo_0-299,32586,1526;1527,1526,"range(1, 44)",3.0,0.5,43,1.0
367,waymo_train,waymo_0-299,4369,363;365,363,"range(0, 37)",3.0,0.5,37,1.0
368,waymo_train,waymo_0-299,43847,2281;2295,2281,"range(11, 53)",3.0,0.5,42,1.0
369,waymo_train,waymo_0-299,54799,1547;1551,1547,"range(0, 56)",3.0,0.5,56,1.0
370,waymo_train,waymo_0-299,59366,14;47,14,"range(14, 66)",3.0,0.5,52,0.6212326128362915
371,waymo_train,waymo_0-299,66662,1347;1466,1347,"range(10, 49)",3.0,0.5,39,0.8962442459464809
372,waymo_train,waymo_0-299,94928,408;452,408,"range(17, 56)",3.0,0.5,39,0.8334579527312047
373,waymo_train,waymo_0-299,98721,1036;1055,1036,"range(0, 31)",3.0,0.5,31,1.0
374,waymo_train,waymo_0-299,99205,1412;1425,1412,"range(30, 69)",3.0,0.5,39,0.9034468727327478
375,waymo_train,waymo_0-299,117512,593;611,593,"range(0, 38)",3.0,0.5,38,0.9054197980323608
376,waymo_train,waymo_0-299,16586,837;839;847,837,"range(0, 34)",3.0,0.5,34,1.0
377,waymo_train,waymo_0-299,16155,12;5,12,"range(9, 48)",3.0,0.5,39,1.0
378,waymo_train,waymo_0-299,17214,934;970,934,"range(14, 61)",3.0,0.5,47,0.8851421359321292
379,waymo_train,waymo_0-299,17846,218;233,218,"range(27, 73)",3.0,0.5,46,0.9738965026350558
380,waymo_train,waymo_0-299,19226,133;178,133,"range(0, 43)",3.0,0.5,43,0.8909654708937859
381,waymo_train,waymo_0-299,23576,46;5,46,"range(11, 51)",3.0,0.5,40,0.9508520387151478
382,waymo_train,waymo_0-299,24037,1082;1084,1082,"range(0, 35)",3.0,0.5,35,1.0
383,waymo_train,waymo_0-299,28202,1025;1056,1025,"range(0, 33)",3.0,0.5,33,0.8587216320858219
384,waymo_train,waymo_0-299,29741,925;952,925,"range(15, 54)",3.0,0.5,39,0.8553706591786265
385,waymo_train,waymo_0-299,31557,1314;1323,1314,"range(28, 68)",3.0,0.5,40,1.0
386,waymo_train,waymo_0-299,32558,512;513,512,"range(31, 82)",3.0,0.5,51,1.0
387,waymo_train,waymo_0-299,94289,115;129;164,115,"range(0, 49)",3.0,0.5,49,1.0
388,waymo_train,waymo_0-299,34865,19;4,19,"range(0, 29)",3.0,0.5,29,0.9866547040967487
389,waymo_train,waymo_0-299,96292,2691;2697,2691,"range(24, 73)",3.0,0.5,49,1.0
390,waymo_train,waymo_0-299,36173,512;513,512,"range(0, 42)",3.0,0.5,42,1.0
391,waymo_train,waymo_0-299,99490,26;53,26,"range(8, 52)",3.0,0.5,44,1.0
392,waymo_train,waymo_0-299,100998,973;992,973,"range(0, 36)",3.0,0.5,36,1.0
393,waymo_train,waymo_0-299,40441,1025;1051,1025,"range(40, 84)",3.0,0.5,44,1.0
394,waymo_train,waymo_0-299,40648,1165;1177,1165,"range(8, 56)",3.0,0.5,48,0.7581987938597885
395,waymo_train,waymo_0-299,40803,2368;2415,2368,"range(0, 33)",3.0,0.5,33,0.8054363442655679
396,waymo_train,waymo_0-299,102474,599;612,599,"range(13, 52)",3.0,0.5,39,0.9308638451615279
397,waymo_train,waymo_0-299,41328,265;267,265,"range(0, 43)",3.0,0.5,43,1.0
398,waymo_train,waymo_0-299,102881,942;957,942,"range(0, 39)",3.0,0.5,39,1.0
399,waymo_train,waymo_0-299,41618,973;978,973,"range(30, 73)",3.0,0.5,43,1.0
400,waymo_train,waymo_0-299,103593,1252;1274,1252,"range(5, 44)",3.0,0.5,39,0.8802774159096776
401,waymo_train,waymo_0-299,44369,1578;1656,1578,"range(29, 68)",3.0,0.5,39,0.9279990591525507
402,waymo_train,waymo_0-299,106682,4;45;6,4,"range(43, 84)",3.0,0.5,41,1.0
403,waymo_train,waymo_0-299,1092,458;480,458,"range(29, 71)",3.0,0.5,42,1.0
404,waymo_train,waymo_0-299,109592,2281;2295,2281,"range(31, 73)",3.0,0.5,42,1.0
405,waymo_train,waymo_0-299,1100,209;248,209,"range(0, 49)",3.0,0.5,49,1.0
406,waymo_train,waymo_0-299,1100,209;224;248,209,"range(2, 47)",3.0,0.5,45,1.0
407,waymo_train,waymo_0-299,51255,541;608,541,"range(5, 57)",3.0,0.5,52,0.8216707776078143
408,waymo_train,waymo_0-299,52810,1347;1466,1347,"range(20, 59)",3.0,0.5,39,0.8962442459464809
409,waymo_train,waymo_0-299,115241,1196;1199,1196,"range(47, 86)",3.0,0.5,39,0.7447310774355345
410,waymo_train,waymo_0-299,1154,3099;3139,3099,"range(32, 71)",3.0,0.5,39,1.0
411,waymo_train,waymo_0-299,11588,541;578,541,"range(0, 54)",3.0,0.5,54,1.0
412,waymo_train,waymo_0-299,117048,3;58,3,"range(1, 44)",3.0,0.5,43,0.8510373920988923
413,waymo_train,waymo_0-299,54501,526;543,526,"range(0, 42)",3.0,0.5,42,0.7388872549790902
414,waymo_train,waymo_0-299,54878,973;992,973,"range(6, 46)",3.0,0.5,40,1.0
415,waymo_train,waymo_0-299,118963,1755;1762,1755,"range(0, 55)",3.0,0.5,55,1.0
416,waymo_train,waymo_0-299,120183,1493;1539,1493,"range(12, 52)",3.0,0.5,40,0.8928290835600368
417,waymo_train,waymo_0-299,123325,3200;3206,3200,"range(0, 53)",3.0,0.5,53,0.7359171586015174
418,waymo_train,waymo_0-299,60405,1307;1318,1307,"range(3, 42)",3.0,0.5,39,1.0
419,waymo_train,waymo_0-299,126746,1700;1726,1700,"range(33, 74)",3.0,0.5,41,0.8460540863601894
420,waymo_train,waymo_0-299,63553,11;8,11,"range(20, 62)",3.0,0.5,42,0.7779496496546336
421,waymo_train,waymo_0-299,63992,180;224,180,"range(1, 69)",3.0,0.5,68,1.0
422,waymo_train,waymo_0-299,130362,403;412,403,"range(28, 69)",3.0,0.5,41,1.0
423,waymo_train,waymo_0-299,6694,734;735,734,"range(0, 34)",3.0,0.5,34,1.0
424,waymo_train,waymo_0-299,131432,1193;1216,1193,"range(6, 53)",3.0,0.5,47,1.0
425,waymo_train,waymo_0-299,132289,526;543,526,"range(0, 32)",3.0,0.5,32,0.8240343673066519
426,waymo_train,waymo_0-299,69889,21;31;33,21,"range(0, 38)",3.0,0.5,38,1.0
427,waymo_train,waymo_0-299,135673,3116;3120;3160,3116,"range(21, 64)",3.0,0.5,43,1.0
428,waymo_train,waymo_0-299,136403,780;782,780,"range(0, 39)",3.0,0.5,39,1.0
429,waymo_train,waymo_0-299,136449,180;224;310,180,"range(12, 56)",3.0,0.5,44,1.0
430,waymo_train,waymo_0-299,138131,1465;1515,1465,"range(29, 73)",3.0,0.5,44,0.9888073738509257
431,waymo_train,waymo_0-299,138876,1679;1697;1707,1679,"range(0, 31)",3.0,0.5,31,0.9619145404679255
432,waymo_train,waymo_0-299,74373,1578;1656,1578,"range(19, 58)",3.0,0.5,39,0.9279990591525507
433,waymo_train,waymo_0-299,74965,840;851;867,840,"range(0, 33)",3.0,0.5,33,0.9309292004114731
434,waymo_train,waymo_0-299,141852,1034;1037,1034,"range(0, 59)",3.0,0.5,59,0.8733268881216445
435,waymo_train,waymo_0-299,143484,1346;1443,1346,"range(30, 76)",3.0,0.5,46,1.0
436,waymo_train,waymo_0-299,79897,1016;977,1016,"range(0, 42)",3.0,0.5,42,1.0
437,waymo_train,waymo_0-299,80590,780;782,780,"range(22, 79)",3.0,0.5,57,1.0
438,waymo_train,waymo_0-299,85485,541;578,541,"range(29, 84)",3.0,0.5,55,1.0
439,waymo_train,waymo_0-299,86303,2111;2261,2111,"range(45, 88)",3.0,0.5,43,1.0
440,waymo_train,waymo_0-299,87960,447;465,447,"range(23, 62)",3.0,0.5,39,0.9308638451615279
441,waymo_train,waymo_300-499,59,3116;3120;3160,3116,"range(31, 74)",3.0,0.5,43,1.0
442,waymo_train,waymo_300-499,6872,1;13;22,1,"range(0, 50)",3.0,0.5,50,0.9946411633063168
443,waymo_train,waymo_300-499,6872,1;22,1,"range(0, 83)",3.0,0.5,83,0.9891048313133055
444,waymo_train,waymo_300-499,9780,438;442,438,"range(17, 66)",3.0,0.5,49,1.0
445,waymo_train,waymo_300-499,10601,481;582,481,"range(45, 86)",3.0,0.5,41,1.0
446,waymo_train,waymo_300-499,11637,400;401,400,"range(57, 90)",3.0,0.5,33,1.0
447,waymo_train,waymo_300-499,16574,3019;3027,3019,"range(0, 31)",3.0,0.5,31,0.9533570974790337
448,waymo_train,waymo_300-499,20119,11;8,11,"range(10, 52)",3.0,0.5,42,0.7779496496546336
449,waymo_train,waymo_300-499,20422,77;83,77,"range(3, 48)",3.0,0.5,45,1.0
450,waymo_train,waymo_300-499,23099,14;16;29,14,"range(0, 43)",3.0,0.5,43,0.9783644331416194
451,waymo_train,waymo_300-499,23949,1108;1137,1108,"range(15, 59)",3.0,0.5,44,1.0
452,waymo_train,waymo_300-499,29440,183;226,183,"range(23, 81)",3.0,0.5,58,0.9296351106650016
453,waymo_train,waymo_300-499,33152,843;906,843,"range(0, 44)",3.0,0.5,44,1.0
454,waymo_train,waymo_300-499,33517,1902;1907,1902,"range(25, 67)",3.0,0.5,42,0.8226727111603376
455,waymo_train,waymo_300-499,37470,447;463,447,"range(39, 82)",3.0,0.5,43,1.0
456,waymo_train,waymo_300-499,41773,2123;2144,2123,"range(0, 42)",3.0,0.5,42,1.0
457,waymo_train,waymo_300-499,42669,1375;1408,1375,"range(10, 56)",3.0,0.5,46,0.8815009798518932
458,waymo_train,waymo_300-499,44350,354;383,354,"range(19, 68)",3.0,0.5,49,1.0
459,waymo_train,waymo_300-499,46011,528;545,528,"range(0, 45)",3.0,0.5,45,1.0
460,waymo_train,waymo_300-499,48698,3136;3146,3136,"range(40, 90)",3.0,0.5,50,0.96
461,waymo_train,waymo_300-499,49876,136;191,136,"range(0, 33)",3.0,0.5,33,0.875305655325945
462,waymo_train,waymo_300-499,52349,0;43,0,"range(0, 32)",3.0,0.5,32,1.0
463,waymo_train,waymo_300-499,52539,32;5,32,"range(32, 71)",3.0,0.5,39,1.0
464,waymo_train,waymo_300-499,53112,1314;1323,1314,"range(0, 38)",3.0,0.5,38,1.0
465,waymo_train,waymo_300-499,53973,2267;2270,2267,"range(39, 82)",3.0,0.5,43,0.7643994892678787
466,waymo_train,waymo_300-499,59151,964;979,964,"range(21, 77)",3.0,0.5,56,1.0
467,waymo_train,waymo_300-499,59833,658;671,658,"range(0, 40)",3.0,0.5,40,1.0
468,waymo_train,waymo_300-499,60083,1679;1697;1707,1679,"range(31, 71)",3.0,0.5,40,0.9165893891230403
469,waymo_train,waymo_300-499,65013,1744;1750;1760,1744,"range(14, 56)",3.0,0.5,42,1.0
470,waymo_train,waymo_300-499,65179,1402;1442,1402,"range(3, 55)",3.0,0.5,52,0.8301375208687185
471,waymo_train,waymo_300-499,65531,20;22,20,"range(24, 72)",3.0,0.5,48,1.0
472,waymo_train,waymo_300-499,66067,780;782,780,"range(2, 59)",3.0,0.5,57,1.0
473,waymo_train,waymo_300-499,69844,263;266,263,"range(13, 61)",3.0,0.5,48,1.0
474,waymo_train,waymo_300-499,71482,13;33;7;8,13,"range(0, 33)",3.0,0.5,33,0.9393939393939394
475,waymo_train,waymo_300-499,72138,663;700,663,"range(14, 56)",3.0,0.5,42,0.5154878190326742
476,waymo_train,waymo_300-499,72816,3;58,3,"range(41, 85)",3.0,0.5,44,0.8544229059148265
477,waymo_train,waymo_300-499,75225,175;192,175,"range(1, 57)",3.0,0.5,56,1.0
478,waymo_train,waymo_300-499,77559,1547;1551,1547,"range(0, 36)",3.0,0.5,36,1.0
479,waymo_train,waymo_300-499,84031,2305;2307,2305,"range(16, 62)",3.0,0.5,46,0.8534417095719198
480,waymo_train,waymo_300-499,88727,121;98,121,"range(38, 83)",3.0,0.5,45,0.9728105187422088
481,waymo_train,waymo_300-499,88914,471;484;485,471,"range(20, 61)",3.0,0.5,41,0.9821471407550335
482,waymo_train,waymo_300-499,90981,1489;1494,1489,"range(25, 64)",3.0,0.5,39,0.7826011392198773
483,waymo_train,waymo_300-499,95944,681;684,681,"range(26, 72)",3.0,0.5,46,1.0
484,waymo_train,waymo_500-799,119513,314;319,314,"range(4, 43)",3.0,0.5,39,1.0
485,waymo_train,waymo_500-799,52425,645;651,645,"range(29, 68)",3.0,0.5,39,1.0
